Unnamed: 0,sample_id,radius
0,0.0,4.947767210945892
1,1.0,4.500556450142173
2,2.0,5.03739838962301
3,3.0,4.665549917033282
4,4.0,4.997437918290106
5,5.0,5.599943613275657
6,6.0,4.8150936638224255
7,7.0,5.562597489365616
8,8.0,5.389812251459812
9,9.0,4.941217713178734
10,10.0,5.276029528974158
11,11.0,3.897926545910222
12,12.0,5.0138196112273645
13,13.0,5.759447042912506
14,14.0,4.40005673760256
15,15.0,5.625341524176928
16,16.0,6.121355576333468
17,17.0,5.680794741833223
18,18.0,5.484236848906631
19,19.0,5.011361276871798
20,20.0,5.397476994398904
21,21.0,5.3037070657227465
22,22.0,4.83853899434259
23,23.0,4.702966475435846
24,24.0,5.262873715710373
25,25.0,5.123415762481834
26,26.0,4.6140346491660305
27,27.0,5.03210369618168
28,28.0,4.400146448517366
29,29.0,5.513575080406215
30,30.0,4.232779009972323
31,31.0,4.462880659679944
32,32.0,4.484359134112611
33,33.0,4.818546887904283
34,34.0,4.046955162615599
35,35.0,4.5476066021883135
36,36.0,5.215117092330208
37,37.0,5.321547010133955
38,38.0,5.070074631921006
39,39.0,4.733098736606542
40,40.0,4.998250626132093
41,41.0,5.034739120858245
42,42.0,4.294677388939299
43,43.0,4.69757862967941
44,44.0,4.672067874529216
45,45.0,5.1807765265820755
46,46.0,5.415160980717259
47,47.0,4.275087417227634
48,48.0,6.638839989263821
49,49.0,5.013127026042453
50,50.0,4.965421365965313
51,51.0,4.51781512493383
52,52.0,4.3438973143954085
53,53.0,5.0364421869902465
54,54.0,4.534558250236529
55,55.0,5.63297275598572
56,56.0,4.8320760741700015
57,57.0,5.552446461479206
58,58.0,5.285401005676908
59,59.0,5.107693932407306
60,60.0,3.8211602672957454
61,61.0,5.037275442371035
62,62.0,4.883548720120702
63,63.0,4.347678302691889
64,64.0,4.857430772028716
65,65.0,3.1426887145141658
66,66.0,4.776212610770112
67,67.0,5.3151213761901595
68,68.0,4.481401127465159
69,69.0,4.905123277515504
70,70.0,4.581012395759542
71,71.0,4.931847519656565
72,72.0,4.746943929264323
73,73.0,5.688600815252763
74,74.0,3.1917797635073897
75,75.0,5.0919472049181005
76,76.0,5.308823619489329
77,77.0,5.304776704217471
78,78.0,5.091707890156839
79,79.0,4.908142885947144
80,80.0,4.588792684542057
81,81.0,4.383725044416601
82,82.0,4.642871383403644
83,83.0,5.2440340446583065
84,84.0,5.090728353667809
85,85.0,4.492443307231683
86,86.0,5.723598989509918
87,87.0,5.716068995939111
88,88.0,5.585728901842222
89,89.0,5.512236562428648
90,90.0,5.001092993769367
91,91.0,4.8508237881148935
92,92.0,4.621664298206004
93,93.0,4.746247790452876
94,94.0,5.299439834752781
