Unnamed: 0,x,y
0,28.136519483195208,39.358650267990605
1,44.642131307351015,58.214270293541354
2,34.92162850360911,42.039109035600255
3,31.034296304642268,38.28315255656993
4,36.4198705713645,65.97144125972247
5,47.753390197378046,32.36848684262238
6,17.547226428973758,61.42774107477254
7,51.04222968119843,54.12827489889314
8,52.381296938444954,58.63485506481465
9,48.603322765254354,31.90350564343337
10,23.61703543892724,53.45488168309349
11,30.820994046262822,74.30498953058965
12,56.46915060218121,42.93385850205407
13,64.15585241019305,49.071142547933796
14,9.454736645966364,63.81570884000409
15,43.196988441918585,64.47758507380331
16,41.95396705649826,69.86093797353243
17,62.04878406341709,54.023276832611465
18,41.04014820183651,53.347364934998886
19,40.68766758302213,42.136996494639675
20,24.733568386239646,47.01683072920411
21,37.834816448977634,33.076628639570544
22,56.627763104488956,59.30595019723838
23,16.595417616365918,60.32987202753642
24,42.68336600824068,48.364455414455435
25,43.32904513727605,67.82981893760861
26,24.879793292443285,57.45816851486461
27,37.371988100906854,46.55456185622654
28,48.19200183669602,69.05439199456399
29,19.69919584731272,49.57510331944837
30,40.85381621693625,91.5839696560512
31,34.30496862178133,46.59872221301188
32,36.01345337973808,51.35648828259875
33,44.79605628029229,72.13034127958541
34,45.78597759922805,42.82123968997762
35,47.270655376085976,55.94209782940357
36,26.012582386887193,37.55519597192424
37,55.12747638962742,27.758555931133262
38,32.28686038596553,40.37917280553256
39,57.362468163194116,65.56403012341357
40,28.763585226108013,56.980032771976965
41,41.047111946578475,48.50344433177648
42,39.995061205575595,40.60559925766113
43,29.84889590011461,59.00386011027221
44,43.94748694792217,32.93443309988627
45,31.52063859401751,53.657532605414296
46,48.721878052931615,39.673876764445694
47,14.942793310346536,33.6963999786075
48,23.328011905645504,48.18813236820688
49,44.43244402638047,37.67121100380207
50,67.3515293738833,54.81109520015934
51,43.520198642184795,59.82970531880717
52,54.82002590432255,43.98163940729417
53,37.86608196855892,68.18610394734601
54,39.593818239234,47.83846267033802
55,13.420338128272945,52.26980876132885
56,45.520643790434846,55.98990727342397
57,34.86497040725493,56.70699346049035
58,19.558491670720848,34.40163711255795
59,50.87066010653682,27.809333479930025
60,12.982078233994164,48.31366109590449
61,29.26890701052972,55.33669475301646
62,53.125832222836564,43.49921906440216
63,38.61099598478158,38.84958468122932
64,32.583588627820475,50.09723150830632
65,49.788372092885716,42.655730304953906
66,34.54454142343241,46.34048004109633
67,48.24829334123786,50.82651932571455
68,49.19273333593397,45.180403869757434
69,28.989063886086267,52.0220684345909
70,36.70436006654561,51.02890221261207
71,42.3217402873325,59.67570791952304
72,15.629126870090658,41.19122053185846
73,35.46507915490105,38.01949275387899
74,42.62319131765972,58.2862418346165
75,31.54266184673293,57.31819222791611
76,42.428100640652005,51.995284996539134
77,35.10503177428937,83.52154271458032
78,70.37464095737151,54.29918998463634
79,44.90756604785385,55.37544674411039
80,47.42493338787561,71.36142558554086
81,25.179717451835078,52.32117593560074
82,29.64274238325848,73.00146890347952
83,27.544506486145746,40.301828544003726
84,34.88964108082013,60.649327599654
85,34.62236652741713,62.89005246987414
86,43.186919475870845,50.1526420667531
87,39.26129887815217,49.77546396162354
88,22.929030142885104,56.128364019959896
89,53.83695834221237,51.513516807199935
90,23.148626269619907,45.19207885858344
91,43.73370605346396,39.74978507002596
92,45.67476092713906,56.07478750447186
93,35.610444367955715,46.35901751736866
94,33.640627336402346,57.73210363552479
95,41.87119063460313,38.08505672568792
96,23.13954644285409,33.462860444747115
97,62.363011356411725,32.74837631887578
98,47.59149261957443,43.950146332540456
